SOW 34.270 -110.000 SHOW LOW ARIZONA
BPI 42.570 -110.100 BIG PINEY WYOMING
U28 39.000 -110.180 GREEN RIVER UTAH
FHU 31.580 -110.330 SIERRA VISTA ARIZONA
LVM 45.700 -110.450 LIVINGSTON MONTANA
4HV 38.420 -110.700 HANKSVILLE UTAH
U17 37.540 -110.700 BULLFROG MARINA UTAH
INW 35.020 -110.720 WINSLOW ARIZONA
JAC 43.600 -110.730 JACKSON WYOMING
PUC 39.610 -110.750 PRICE UTAH
TUS 32.110 -110.950 TUCSON ARIZONA
EVW 41.280 -111.030 EVANSTON WYOMING
WEY 44.680 -111.120 WEST YELLOWSTONE MONTANA
BZN 45.780 -111.150 BOZEMAN MONTANA
GTF 47.480 -111.370 GREAT FALLS MONTANA
PGA 36.920 -111.450 PAGE ARIZONA
FLG 35.130 -111.670 FLAGSTAFF ARIZONA
SLC 40.780 -111.970 SALT LAKE CITY UTAH
HLN 46.600 -112.000 HELENA MONTANA
OGD 41.200 -112.020 OGDEN UTAH
PHX 33.430 -112.020 PHOENIX ARIZONA
IDA 43.520 -112.070 IDAHO FALLS IDAHO
GCN 35.950 -112.150 GRAND CANYON ARIZONA
BCE 37.700 -112.170 BRYCE CANYON UTAH
MLD 42.170 -112.300 MALAD CITY IDAHO
MQM 44.570 -112.320 MONIDA MONTANA
CTB 48.620 -112.380 CUT BANK MONTANA
PRC 34.650 -112.420 PRESCOTT ARIZONA
BTM 45.950 -112.500 BUTTE MONTANA
U24 39.380 -112.520 DELTA UTAH
DLN 45.250 -112.550 DILLON MONTANA
PIH 42.920 -112.600 POCATELLO IDAHO
GBN 32.930 -112.700 GILA BEND ARIZONA
DPG 40.180 -112.930 DUGWAY UTAH
MLF 38.430 -113.020 MILFORD UTAH
CDC 37.700 -113.100 CEDAR CITY UTAH
3DU 46.670 -113.150 DRUMMOND MONTANA
SGU 37.080 -113.600 SAINT GEORGE UTAH
BYI 42.550 -113.770 BURLEY IDAHO
SMN 45.120 -113.880 SALMON IDAHO
IGM 35.250 -113.930 KINGMAN ARIZONA
ENV 40.720 -114.030 WENDOVER UTAH
MSO 46.920 -114.080 MISSOULA MONTANA
GPI 48.320 -114.250 KALISPELL MONTANA
SUN 43.500 -114.300 HAILEY IDAHO
P38 37.620 -114.520 CALIENTE NEVADA
TWF 42.480 -114.480 TWIN FALLS IDAHO
YUM 32.650 -114.600 YUMA ARIZONA
EED 34.770 -114.620 NEEDLES CALIFORNIA
BLH 33.610 -114.720 BLYTHE CALIFORNIA
ELY 39.290 -114.830 ELY NEVADA
LAS 36.080 -115.150 LAS VEGAS NEVADA
3TH 47.600 -115.370 THOMPSON FALLS MONTANA
IPL 32.830 -115.570 IMPERIAL CALIFORNIA
EKO 40.820 -115.780 ELKO NEVADA
DRA 36.670 -116.000 DESERT ROCK NEVADA
TRM 33.630 -116.170 THERMAL CALIFORNIA
OWY 41.950 -116.180 OWYHEE NEVADA
BOI 43.570 -116.220 BOISE IDAHO
CZZ 32.610 -116.470 CAMPO CALIFORNIA
DAG 34.850 -116.780 DAGGETT CALIFORNIA
BAM 40.600 -116.870 BATTLE MOUNTAIN NEVADA
LWS 46.370 -117.020 LEWISTON IDAHO
TPH 38.070 -117.080 TONOPAH NEVADA
PUW 46.750 -117.120 PULLMAN WASHINGTON
SAN 32.720 -117.180 SAN DIEGO CALIFORNIA
U31 39.470 -117.200 AUSTIN NEVADA
RAL 33.950 -117.450 RIVERSIDE CALIFORNIA
GEG 47.620 -117.530 SPOKANE WASHINGTON
NID 35.680 -117.680 INYOKERN CALIFORNIA
WMC 40.900 -117.800 WINNEMUCCA NEVADA
BKE 44.830 -117.820 BAKER OREGON
63S 48.530 -117.880 COLVILLE WASHINGTON
EDW 34.900 -117.900 EDWARDS CALIFORNIA
PMD 34.630 -118.080 PALMDALE CALIFORNIA
LGB 33.820 -118.150 LONG BEACH CALIFORNIA
ALW 46.100 -118.280 WALLA WALLA WASHINGTON
BIH 37.360 -118.370 BISHOP CALIFORNIA
LAX 33.950 -118.400 LOS ANGELES CALIFORNIA
LOL 40.070 -118.570 LOVELOCK NEVADA
NFL 39.500 -118.750 FALLON NEVADA
PDT 45.700 -118.830 PENDLETON OREGON
BNO 43.600 -118.950 BURNS OREGON
BFL 35.430 -119.050 BAKERSFIELD CALIFORNIA
OXR 34.200 -119.200 OXNARD CALIFORNIA
OMK 48.460 -119.520 OMAK WASHINGTON
EPH 47.300 -119.520 EPHRATA WASHINGTON
FAT 36.780 -119.720 FRESNO CALIFORNIA
RNO 39.500 -119.770 RENO NEVADA
SBA 34.430 -119.830 SANTA BARBARA CALIFORNIA
TVL 38.900 -120.000 SOUTH LAKE TAHOE CALIFORNIA
EAT 47.400 -120.200 WENATCHEE WASHINGTON
LKV 42.170 -120.400 LAKEVIEW OREGON
SMX 34.900 -120.450 SANTA MARIA CALIFORNIA
MER 37.280 -120.520 MERCED CALIFORNIA
YKM 46.570 -120.550 YAKIMA WASHINGTON
VBG 34.750 -120.580 LOMPOC CALIFORNIA
AAT 41.480 -120.570 ALTURAS CALIFORNIA
PRB 35.670 -120.630 PASO ROBLES CALIFORNIA
RDM 44.250 -121.150 REDMOND OREGON
DLS 45.620 -121.170 THE DALLES OREGON
SCK 37.900 -121.230 STOCKTON CALIFORNIA
SAC 38.520 -121.500 SACRAMENTO CALIFORNIA
LMT 42.150 -121.730 KLAMATH FALLS OREGON
MRY 36.580 -121.850 MONTEREY CALIFORNIA
SJC 37.360 -121.930 SAN JOSE CALIFORNIA
RBL 40.150 -122.250 RED BLUFF CALIFORNIA
SEA 47.450 -122.300 SEATTLE WASHINGTON
MHS 41.320 -122.320 MOUNT SHASTA CALIFORNIA
SFO 37.610 -122.370 SAN FRANCISCO CALIFORNIA
BLI 48.800 -122.530 BELLINGHAM WASHINGTON
PDX 45.580 -122.600 PORTLAND OREGON
MFR 42.370 -122.870 MEDFORD OREGON
OLM 46.970 -122.900 OLYMPIA WASHINGTON
SLE 44.920 -123.000 SALEM OREGON
UKI 39.130 -123.200 UKIAH CALIFORNIA
EUG 44.120 -123.220 EUGENE OREGON
CLM 48.120 -123.500 PORT ANGELES WASHINGTON
AST 46.170 -123.880 ASTORIA OREGON
HQM 46.970 -123.930 HOQUIAM WASHINGTON
ONP 44.580 -124.050 NEWPORT OREGON
ACV 40.980 -124.100 ARCATA CALIFORNIA
EKA 40.790 -124.120 EUREKA CALIFORNIA
CEC 41.780 -124.230 CRESCENT CITY CALIFORNIA
OTH 43.420 -124.250 NORTH BEND OREGON
4BK 42.070 -124.280 BROOKINGS OREGON
UIL 47.930 -124.570 QUILLAYUTE WASHINGTON
APF 26.150  -81.770 NAPLES FLORIDA
ASD 30.350  -89.820 SLIDELL LOUISIANA
ASX 46.540  -90.920 KENNEDY WISCONSIN
AVK 36.770  -98.670 ALVA OKLAHOMA
AVC 36.690  -78.050 SOUTH HILL VIRGINIA
BAZ 29.720  -98.030 NEW BRAUNFELS TEXAS
BAX 43.780  -82.990 BAD AXE MICHIGAN
BFW 47.200  -91.400 SILVER BAY MINNESOTA
BGD 35.700 -101.400 BORGER TEXAS
BHK 46.360 -104.250 BAKER MONTANA
BVX 35.730  -91.650 BATESVILLE ARKANSAS
CHK 35.100  -97.970 CHICKASHA OKLAHOMA
CQB 35.720  -96.820 CHANDLER OKLAHOMA
CRS 32.030  -96.400 CORSICANA TEXAS
DEQ 34.050  -94.400 DE QUEEN ARKANSAS
DNS 41.980  -95.380 DENISON IOWA
DTL 46.830  -95.880 DETROIT LAKES MINNESOTA
FAM 37.770  -90.430 FARMINGTON MISSOURI
GYI 33.720  -96.670 SHERMAN TEXAS
FLP 36.200  -92.470 FLIPPIN ARKANSAS
GMJ 36.610  -94.740 GROVE OKLAHOMA
GNA 47.750  -90.350 GRAND MARAIS MINNESOTA
GUY 36.680 -101.500 GUYMON OKLAHOMA
GZH 31.420  -87.040 EVERGREEN ALABAMA
HCO 48.750  -96.940 HALLOCK MINNESOTA
IER 31.740  -93.100 NATCHITOCHES LOUISIANA
ITR 39.240 -102.280 BURLINGTON COLORADO
LBX 29.120  -95.470 ANGLETON TEXAS
LLQ 33.640  -91.750 MONTICELLO ARKANSAS
MTH 24.730  -81.050 MARATHON FLORIDA
MYL 44.880 -116.100 MC CALL IDAHO
N60 47.650 -101.430 GARRISON NORTH DAKOTA
OCF 29.170  -82.220 OCALA FLORIDA
OGB 33.460  -80.850 ORANGEBURG SOUTH CAROLINA
ONL 42.470  -98.680 ONEILL NEBRASKA
OXV 41.300  -93.120 KNOXVILLE IOWA
PIB 31.470  -89.330 PINE BELT MISSISSIPPI
P68 39.520 -115.970 EUREKA NEVADA
P69 46.150 -115.600 LOWELL IDAHO
RAC 42.760  -87.810 RACINE WISCONSIN
REO 42.590 -117.870 ROME OREGON
RKR 35.020  -94.620 POTEAU OKLAHOMA
ROX 48.850  -95.700 ROSEAU MINNESOTA
RQB 43.720  -85.500 ROBEN HOOD MICHIGAN
RUE 35.250  -93.090 RUSSELLVILLE ARKANSAS
RZZ 36.440  -77.710 ROANOKE RAPIDS NORTH CAROLINA
SDA 40.750  -95.420 SHENANDOAH IOWA
SGJ 29.970  -81.330 ST AUGUSTINE FLORIDA
SLB 42.600  -95.230 STORM LAKE IOWA
SPD 37.280 -102.620 SPRINGFIELD COLORADO
SRR 33.470 -105.530 RUIDOSO NEW MEXICO
TOR 42.060 -104.150 TORRINGTON WYOMING
TQE 41.770  -96.170 TEKAMAH NEBRASKA
UNV 40.850  -77.850 STATE COLLEGE PENNSYLVANIA
UTS 30.730  -95.470 HUNTSVILLE TEXAS
VDI 32.190  -82.370 VIDALIA GEORGIA
VPZ 41.450  -87.000 VALPARAISO INDIANA
VVV 45.310  -96.420 ORTONVILLE MINNESOTA
2WX 45.570 -103.520 BUFFALO SOUTH DAKOTA
6R6 30.040 -102.210 DRYDEN TEXAS
