# Release
#wmo      |stn  |lat      |lon       |elev |location|or|type
0000094287|YBCS |-16.58000| 145.73300|    2|CAIRNS M.O.|AU|RAOB
0000094294|YBTL |-19.25000| 146.76700|    5|TOWNSVILLE|AU|RAOB
0000094299|94299|-16.30000| 149.98300|    6|WILLIS ISLAND|AU|RAOB
0000094326|YBAS |-23.80000| 133.88300|  546|ALICE SPRINGS|AU|RAOB
0000094332|YBMA |-20.66000| 139.48300|  344|MT ISA ARPT|AU|RAOB
0000094335|94335|-20.66000| 140.50000|  189|CLONCURRY|AU|RAOB
0000094346|YBLR |-23.43000| 144.25000|  193|LONGREACH M.O.|AU|RAOB
0000094367|YBMK |-21.11000| 149.16700|   31|MACKAY M.O.|AU|RAOB
0000094380|YBGL |-23.85000| 151.26700|   77|GLADSTONE|AU|RAOB
0000094461|94461|-25.03000| 128.30000|  600|GILES|AU|RAOB
0000094510|YBCV |-26.41000| 146.26700|  305|CHARLEVILLE|AU|RAOB
0000094527|94527|-29.46000| 149.85000|  212|MOREE|AU|RAOB
0000094578|YBBN |-27.43000| 153.08300|    5|BRISBANE AIRPORT|AU|RAOB
0000094637|YPKG |-30.78000| 121.46700|  360|KALGOORLIE|AU|RAOB
0000094638|94638|-33.81000| 121.88300|   25|ESPERANCE M.O.|AU|RAOB
0000094646|YPFT |-30.83000| 128.10000|  156|FORREST|AU|RAOB
0000094653|YPCD |-32.13000| 133.70000|   19|CEDUNA|AU|RAOB
0000094659|YPWR |-31.15000| 136.80000|  169|WOOMERA|AU|RAOB
0000094672|YPAD |-34.95000| 138.53300|    6|ADELAIDE ARPT|AU|RAOB
0000094693|YMMI |-34.23000| 142.08300|   50|MILDURA|AU|RAOB
0000094711|94711|-31.48000| 145.83300|  244|COBAR M.O.|AU|RAOB
0000094750|YSNW |-34.95000| 150.55000|  119|NOWRA|AU|RAOB
0000094767|YSSY |-33.95000| 151.18300|    3|SYDNEY ARPT|AU|RAOB
0000094776|YSWM |-32.78000| 151.81600|    8|WILLIAMTOWN AERODROME|AU|RAOB
0000094791|YSCH |-30.31000| 153.11700|    5|COFFS HARBOUR ARPT|AU|RAOB
0000094995|ASLH |-31.53000| 159.06700|   48|LORD HOWE ISLAND|AU|RAOB
0000094996|YSNF |-29.03000| 167.93300|  109|NORFOLK ISLAND ARPT|AU|RAOB
0000098327|RPMK | 15.16700| 120.56700|  178|CLARK AFB|RP|RAOB
0000099025|99025| 29.00000| 135.00000|    0|SHIP C7T/TANGO|JP|RAOB
0000099027|99027| 34.00000| 164.00000|    0|PACIFIC V|US|RAOB
